fid,nome,geometriaaproximada,geocodigo,anodereferencia,utmepsg
1811,Cachoeira do Piriá,Não,"1501956",,31983
1812,Capitão Poço,Não,"1502301",,31983
1813,Garrafão do Norte,Não,"1503077",,31983
1814,Curuçá,Não,"1502905",,31983
1815,Igarapé-Açu,Não,"1503200",,31983
1816,Irituia,Não,"1503507",,31983
1817,Nova Ipixuna,Não,"1504976",,31982
1818,Ourém,Não,"1505403",,31983
1819,Maracanã,Não,"1504307",,31983
1820,Primavera,Não,"1506104",,31983
1821,Peixe-Boi,Não,"1505601",,31983
1822,Quatipuru,Não,"1506112",,31983
1823,Colares,Não,"1502608",,31982
1824,Chaves,Não,"1502509",,31976
1825,Salinópolis,Não,"1506203",,31983
1826,Viseu,Não,"1508308",,31983
1827,Ulianópolis,Não,"1508126",,31983
1828,São João de Pirabas,Não,"1507474",,31983
1829,Tracuateua,Não,"1508035",,31983
1830,Santa Luzia do Pará,Não,"1506559",,31983
1831,Santarém Novo,Não,"1506906",,31983
1832,Pastos Bons,Não,"2108009",,31983
1833,Mirador,Não,"2106706",,31983
1834,Terra Alta,Não,"1507961",,31983
1835,Santa Izabel do Pará,Não,"1506500",,31982
1836,Sucupira do Norte,Não,"2111904",,31983
1837,Sucupira do Riachão,Não,"2111953",,31983
1838,Benevides,Não,"1501501",,31982
1839,Goianésia do Pará,Não,"1503093",,31982
1840,Faro,Não,"1503002",,31981
1841,Itaituba,Não,"1503606",,31981
1842,Nova Esperança do Piriá,Não,"1504950",,31983
1843,Ananindeua,Não,"1500800",,31982
1844,Bujaru,Não,"1501907",,31982
1845,Cachoeira do Arari,Não,"1502004",,31982
1846,Castanhal,Não,"1502400",,31983
1847,Concórdia do Pará,Não,"1502756",,31983
1848,Ipiranga de Goiás,Não,"5210158",,31982
1849,Inhangapi,Não,"1503408",,31983
1850,Ipixuna do Pará,Não,"1503457",,31983
1851,Igarapé-Miri,Não,"1503309",,31982
1852,Moju,Não,"1504703",,31982
1853,Limoeiro do Ajuru,Não,"1504000",,31982
1854,Oeiras do Pará,Não,"1505205",,31982
1855,Mocajuba,Não,"1504604",,31982
1856,Novo Repartimento,Não,"1505064",,31982
1857,Ponta de Pedras,Não,"1505700",,31982
1858,Itaguari,Não,"5210562",,31982
1859,Santo Antônio do Tauá,Não,"1507003",,31982
1860,Bonópolis,Não,"5203575",,31982
1861,Paranaiguara,Não,"5216304",,31982
1862,Itajá,Não,"5210802",,31982
1863,Aporé,Não,"5201504",,31982
1864,Tomé-Açu,Não,"1508001",,31982
1865,Jacundá,Não,"1503804",,31982
1866,Medicilândia,Não,"1504455",,31982
1867,Melgaço,Não,"1504505",,31982
1868,Palestina do Pará,Não,"1505494",,31982
1869,Salvaterra,Não,"1506302",,31982
1870,Piçarra,Não,"1505635",,31982
1871,Prainha,Não,"1506005",,31982
1872,Santa Cruz do Arari,Não,"1506401",,31982
1873,Aurora do Pará,Não,"1500958",,31983
1874,Aparecida do Rio Doce,Não,"5201454",,31982
1875,Caçu,Não,"5204300",,31982
1876,Perolândia,Não,"5216452",,31982
1877,Jataí,Não,"5211909",,31982
1878,Serranópolis,Não,"5220504",,31982
1879,Itaberaí,Não,"5210406",,31982
1880,São Luiz do Norte,Não,"5220157",,31982
1881,Firminópolis,Não,"5207808",,31982
1882,Sanclerlândia,Não,"5219001",,31982
1883,Bom Jesus do Tocantins,Não,"1501576",,31982
1884,Brejo Grande do Araguaia,Não,"1501758",,31982
1885,Conceição do Araguaia,Não,"1502707",,31982
1886,Curionópolis,Não,"1502772",,31982
1887,Placas,Não,"1505650",,31981
1888,Portel,Não,"1505809",,31982
1889,Rio Maria,Não,"1506161",,31982
1890,Redenção,Não,"1506138",,31982
1891,São Geraldo do Araguaia,Não,"1507458",,31982
1892,Sapucaia,Não,"1507755",,31982
1893,Xinguara,Não,"1508407",,31982
1894,São Domingos do Araguaia,Não,"1507151",,31982
1895,Acará,Não,"1500206",,31982
1896,Abaetetuba,Não,"1500107",,31982
1897,Marituba,Não,"1504422",,31982
1898,Paragominas,Não,"1505502",,31983
1899,Parauapebas,Não,"1505536",,31982
1900,Pau D'Arco,Não,"1505551",,31982
1901,Rondon do Pará,Não,"1506187",,31982
1902,Bonito,Não,"1501600",,31983
1903,São Domingos do Capim,Não,"1507201",,31983
1904,Santa Maria das Barreiras,Não,"1506583",,31982
1905,Santana do Araguaia,Não,"1506708",,31982
1906,Bagre,Não,"1501105",,31982
1907,Augusto Corrêa,Não,"1500909",,31983
1908,Bragança,Não,"1501709",,31983
1909,Bom Jardim,Não,"3300506",,31983
1910,Barcarena,Não,"1501303",,31982
1911,Baião,Não,"1501204",,31982
1912,Altamira,Não,"1500602",,31981
1913,Brasil Novo,Não,"1501725",,31982
1914,Almeirim,Não,"1500503",,31975
1915,Mãe do Rio,Não,"1504059",,31983
1916,Mojuí dos Campos,Não,"1504752",,31981
1917,Porto de Moz,Não,"1505908",,31982
1918,Casimiro de Abreu,Não,"3301306",,31983
1919,Arraial do Cabo,Não,"3300258",,31983
1920,Breu Branco,Não,"1501782",,31982
1921,Canaã dos Carajás,Não,"1502152",,31982
1922,Curuá,Não,"1502855",,31981
1923,Curralinho,Não,"1502806",,31982
1924,Dom Eliseu,Não,"1502939",,31983
1925,Serra do Navio,Não,"1600055",,31976
1926,Pedra Branca do Amapari,Não,"1600154",,31976
1927,Itaubal,Não,"1600253",,31976
1928,Ferreira Gomes,Não,"1600238",,31976
1929,Amapá,Não,"1600105",,31976
1930,Alvorada,Não,"1700707",,31982
1931,Itupiranga,Não,"1503705",,31982
1932,Óbidos,Não,"1505106",,31975
1933,Oriximiná,Não,"1505304",,31975
1934,Jacareacanga,Não,"1503754",,31981
1935,Marapanim,Não,"1504406",,31983
1936,Aurora do Tocantins,Não,"1702703",,31983
1937,Conceição do Tocantins,Não,"1705607",,31983
1938,Combinado,Não,"1705557",,31983
1939,Ananás,Não,"1701002",,31982
1940,Campos Lindos,Não,"1703842",,31983
1941,Afonso Cunha,Não,"2100105",,31983
1942,Magalhães Barata,Não,"1504109",,31983
1943,Nova Timboteua,Não,"1505007",,31983
1944,Alcântara,Não,"2100204",,31983
1945,Fernando Falcão,Não,"2104081",,31983
1946,Urbano Santos,Não,"2112605",,31983
1947,São João da Ponta,Não,"1507466",,31983
1948,São Caetano de Odivelas,Não,"1507102",,31982
1949,Balsas,Não,"2101400",,31983
1950,Arame,Não,"2100956",,31983
1951,Barra do Corda,Não,"2101608",,31983
1952,Arari,Não,"2101004",,31983
1953,Santa Maria do Pará,Não,"1506609",,31983
1954,São Miguel do Guamá,Não,"1507607",,31983
1955,São Francisco do Pará,Não,"1507409",,31983
1956,Santa Bárbara do Pará,Não,"1506351",,31982
1957,São Sebastião da Boa Vista,Não,"1507706",,31982
1958,Tailândia,Não,"1507953",,31982
1959,São João do Araguaia,Não,"1507508",,31982
1960,Senador José Porfírio,Não,"1507805",,31982
1961,Vitória do Xingu,Não,"1508357",,31982
1962,Uruará,Não,"1508159",,31982
1963,Terra Santa,Não,"1507979",,31981
1964,Tucuruí,Não,"1508100",,31982
1965,São Félix do Xingu,Não,"1507300",,31982
1966,Tucumã,Não,"1508084",,31982
1967,Calçoene,Não,"1600204",,31976
1968,Oiapoque,Não,"1600501",,31976
1969,Tartarugalzinho,Não,"1600709",,31976
1970,Cutias,Não,"1600212",,31976
1971,Porto Grande,Não,"1600535",,31976
1972,Angico,Não,"1701051",,31983
1973,Caseara,Não,"1703909",,31982
1974,Peixe,Não,"1716604",,31982
1975,Pium,Não,"1717503",,31982
1976,São Salvador do Tocantins,Não,"1720259",,31982
1977,Taguatinga,Não,"1720903",,31983
1978,Sandolândia,Não,"1718840",,31982
1979,Talismã,Não,"1720978",,31982
1980,Cachoeirinha,Não,"1703826",,31983
1981,Aguiarnópolis,Não,"1700301",,31983
1982,Darcinópolis,Não,"1706506",,31983
1983,Babaçulândia,Não,"1703008",,31983
1984,Araguanã,Não,"1702158",,31982
1985,Carmolândia,Não,"1703883",,31982
1986,Aragominas,Não,"1701309",,31982
1987,Arapoema,Não,"1702307",,31982
1988,Bernardo Sayão,Não,"1703206",,31982
1989,Bom Jesus do Tocantins,Não,"1703305",,31983
1990,Aparecida do Rio Negro,Não,"1701101",,31982
1991,Piraquê,Não,"1717206",,31982
1992,Pau D'Arco,Não,"1716307",,31982
1993,Pedro Afonso,Não,"1716505",,31982
1994,Tocantinópolis,Não,"1721208",,31983
1995,Alto Alegre do Maranhão,Não,"2100436",,31983
1996,Santa Terezinha do Tocantins,Não,"1720002",,31983
1997,Riachinho,Não,"1718550",,31982
1998,Wanderlândia,Não,"1722081",,31983
1999,Xambioá,Não,"1722107",,31982
2000,Tupiratins,Não,"1721307",,31982
2001,Dianópolis,Não,"1707009",,31983
2002,Almas,Não,"1700400",,31983
2003,Chapada da Natividade,Não,"1705102",,31983
2004,Brasilândia do Tocantins,Não,"1703602",,31982
2005,Rio da Conceição,Não,"1718659",,31983
2006,Silvanópolis,Não,"1720655",,31982
2007,Santa Rosa do Tocantins,Não,"1718907",,31982
2008,Rio dos Bois,Não,"1718709",,31982
2009,Tocantínia,Não,"1721109",,31982
2010,Araguacema,Não,"1701903",,31982
2011,Brejinho de Nazaré,Não,"1703701",,31982
2012,Fátima,Não,"1707553",,31982
2013,Cristalândia,Não,"1706100",,31982
2014,Crixás do Tocantins,Não,"1706258",,31982
2015,Aliança do Tocantins,Não,"1700350",,31982
2016,Luzinópolis,Não,"1712454",,31983
2017,Nazaré,Não,"1714302",,31983
2018,Juarina,Não,"1711803",,31982
2019,Novo Acordo,Não,"1715101",,31983
2020,Lagoa do Tocantins,Não,"1711951",,31983
2021,Mateiros,Não,"1712702",,31983
2022,Novo Jardim,Não,"1715259",,31983
2023,Monte do Carmo,Não,"1713601",,31982
2024,Natividade,Não,"1714203",,31983
2025,Itaporã do Tocantins,Não,"1711100",,31982
2026,Guaraí,Não,"1709302",,31982
2027,Goianorte,Não,"1708304",,31982
2028,Miracema do Tocantins,Não,"1713205",,31982
2029,Lajeado,Não,"1712009",,31982
2030,Miranorte,Não,"1713304",,31982
2031,Paraíso do Tocantins,Não,"1716109",,31982
2032,Monte Santo do Tocantins,Não,"1713700",,31982
2033,Marianópolis do Tocantins,Não,"1712504",,31982
2034,Nova Rosalândia,Não,"1715002",,31982
2035,Mataraca,Não,"2509305",,31985
2036,Oliveira de Fátima,Não,"1715507",,31982
2037,Gurupi,Não,"1709500",,31982
2038,Figueirópolis,Não,"1707652",,31982
2039,Itacajá,Não,"1710508",,31983
2040,Palmeirópolis,Não,"1715754",,31982
2041,Jaú do Tocantins,Não,"1711506",,31982
2042,Lagoa da Confusão,Não,"1711902",,31982
2043,Formoso do Araguaia,Não,"1708205",,31982
2044,Lavandeira,Não,"1712157",,31983
2045,Novo Alegre,Não,"1715150",,31983
2046,Palmeirante,Não,"1715705",,31982
2047,Pugmil,Não,"1718451",,31982
2048,Taipas do Tocantins,Não,"1720937",,31983
2049,São Bento do Tocantins,Não,"1720101",,31983
2050,Rio Sono,Não,"1718758",,31983
2051,Tupirama,Não,"1721257",,31982
2052,Santa Tereza do Tocantins,Não,"1719004",,31983
2053,Urutaí,Não,"5221809",,31982
2054,Montadas,Não,"2509503",,31985
2055,Rianápolis,Não,"5218706",,31982
2056,Sítio d'Abadia,Não,"5220702",,31983
2057,São João d'Aliança,Não,"5220009",,31983
2058,Rialma,Não,"5218607",,31982
2059,Novo Brasil,Não,"5215207",,31982
2060,Amaralina,Não,"5200829",,31982
2061,Edealina,Não,"5207352",,31982
2062,Joviânia,Não,"5212105",,31982
2063,Água Fria de Goiás,Não,"5200175",,31983
2064,Itarumã,Não,"5211305",,31982
2065,São Bento,Não,"2513901",,31984
2066,São Simão,Não,"5220405",,31982
2067,Portelândia,Não,"5218102",,31982
2068,Santa Rita do Araguaia,Não,"5219407",,31982
2069,Chapadão do Céu,Não,"5205471",,31982
2070,Diorama,Não,"5207105",,31982
2071,Israelândia,Não,"5210307",,31982
2072,Iporá,Não,"5210208",,31982
2073,Amorinópolis,Não,"5200902",,31982
2074,Fazenda Nova,Não,"5207600",,31982
2075,Moiporá,Não,"5213400",,31982
2076,Ivolândia,Não,"5211602",,31982
2077,Jussara,Não,"5212204",,31982
2078,Santa Fé de Goiás,Não,"5219258",,31982
2079,Jaupaci,Não,"5212006",,31982
2080,Nova América,Não,"5214705",,31982
2081,Olivença,Não,"2706000",,31984
2082,São Patrício,Não,"5220280",,31982
2083,Morro Agudo de Goiás,Não,"5213855",,31982
2084,Heitoraí,Não,"5209606",,31982
2085,Itapuranga,Não,"5211206",,31982
2086,Guaraíta,Não,"5209291",,31982
2087,Turvânia,Não,"5221502",,31982
2088,Goiás,Não,"5208905",,31982
2089,Mossâmedes,Não,"5213905",,31982
2090,Anicuns,Não,"5201306",,31982
2091,Nova Glória,Não,"5214861",,31982
2092,Itauçu,Não,"5211404",,31982
2093,Itapirapuã,Não,"5211008",,31982
2094,Córrego do Ouro,Não,"5205703",,31982
2095,São Luís de Montes Belos,Não,"5220108",,31982
2096,Cachoeira de Goiás,Não,"5204201",,31982
2097,Hidrolina,Não,"5209804",,31982
2098,Pilar de Goiás,Não,"5216908",,31982
2099,Guarinos,Não,"5209457",,31982
2100,Santa Terezinha de Goiás,Não,"5219704",,31982
2101,Mozarlândia,Não,"5214002",,31982
2102,Goianinha,Não,"2404200",,31985
2103,Teresina de Goiás,Não,"5221080",,31983
2104,Professor Jamil,Não,"5218391",,31982
2105,Piracanjuba,Não,"5217104",,31982
2106,Rio Quente,Não,"5218789",,31982
2107,Morrinhos,Não,"5213806",,31982
2108,Marzagão,Não,"5212907",,31982
2109,Orizona,Não,"5215306",,31982
2110,São Miguel do Passa Quatro,Não,"5220264",,31982
2111,Cristianópolis,Não,"5206305",,31982
2112,Pires do Rio,Não,"5217401",,31982
2113,Palmelo,Não,"5215801",,31982
2114,Santa Cruz de Goiás,Não,"5219209",,31982
2115,Santa Tereza de Goiás,Não,"5219605",,31982
2116,Mutunópolis,Não,"5214101",,31982
2117,Mara Rosa,Não,"5212808",,31982
2118,Campinorte,Não,"5204706",,31982
2119,Novo Planalto,Não,"5215256",,31982
2120,Barros Cassal,Não,"4302006",,31982
2121,São Miguel do Araguaia,Não,"5220207",,31982
2122,Alto Horizonte,Não,"5200555",,31982
2123,Nova Iguaçu de Goiás,Não,"5214879",,31982
2124,Campos Verdes,Não,"5204953",,31982
2125,Mundo Novo,Não,"5214051",,31982
2126,Nova Crixás,Não,"5214838",,31982
2127,Uirapuru,Não,"5221577",,31982
2128,Montividiu do Norte,Não,"5213772",,31982
2129,Trombas,Não,"5221452",,31982
2130,Campos Belos,Não,"5204904",,31983
2131,Aloândia,Não,"5200506",,31982
2132,Damianópolis,Não,"5206701",,31983
2133,Buritinópolis,Não,"5203962",,31983
2134,Alvorada do Norte,Não,"5200803",,31983
2135,Lagoa Santa,Não,"5212253",,31982
2136,Cachoeira Alta,Não,"5204102",,31982
2137,Montes Claros de Goiás,Não,"5213707",,31982
2138,Arenópolis,Não,"5202353",,31982
2139,Barro Alto,Não,"5203203",,31982
2140,Araçu,Não,"5201603",,31982
2141,Avelinópolis,Não,"5202809",,31982
2142,Americano do Brasil,Não,"5200852",,31982
2143,Rubiataba,Não,"5218904",,31982
2144,Carmo do Rio Verde,Não,"5205000",,31982
2145,Uruana,Não,"5221700",,31982
2146,Santa Bárbara de Goiás,Não,"5219100",,31982
2147,Campestre de Goiás,Não,"5204607",,31982
2148,Itaguaru,Não,"5210604",,31982
2149,Taquaral de Goiás,Não,"5221007",,31982
2150,Guarani de Goiás,Não,"5209408",,31983
2151,Iaciara,Não,"5209903",,31983
2152,Nova Roma,Não,"5214903",,31983
2153,São Domingos,Não,"5219803",,31983
2154,Monte Alegre de Goiás,Não,"5213509",,31983
2155,Posse,Não,"5218300",,31983
2156,Cromínia,Não,"5206503",,31982
2157,Mairipotaba,Não,"5212600",,31982
2158,Vicentinópolis,Não,"5222054",,31982
2159,Indiara,Não,"5209952",,31982
2160,Jandaia,Não,"5211701",,31982
2161,Edéia,Não,"5207402",,31982
2162,Santo Antônio da Barra,Não,"5219712",,31982
2163,Caldas Novas,Não,"5204508",,31982
2164,Ipameri,Não,"5210109",,31982
2165,Minaçu,Não,"5213087",,31982
2166,Cavalcante,Não,"5205307",,31983
2167,Alto Paraíso de Goiás,Não,"5200605",,31983
2168,Colinas do Sul,Não,"5205521",,31982
2169,Porangatu,Não,"5218003",,31982
2170,Campinaçu,Não,"5204656",,31982
2171,Formoso,Não,"5208103",,31982
2172,Estrela do Norte,Não,"5207501",,31982
2173,Caiapônia,Não,"5204409",,31982
2174,Bom Jesus de Goiás,Não,"5203500",,31982
2175,Turvelândia,Não,"5221551",,31982
2176,Castelândia,Não,"5205059",,31982
2177,Inaciolândia,Não,"5209937",,31982
2178,Gouvelândia,Não,"5209150",,31982
2179,Acreúna,Não,"5200134",,31982
2180,Nazário,Não,"5214408",,31982
2181,Ielmo Marinho,Não,"2404606",,31985
2182,Adelândia,Não,"5200159",,31982
2183,Guapó,Não,"5209200",,31982
2184,Palmeiras de Goiás,Não,"5215702",,31982
2185,Firmino Alves,Não,"2910909",,31984
2186,Palminópolis,Não,"5215900",,31982
2187,Itapaci,Não,"5210901",,31982
2188,Santa Helena de Goiás,Não,"5219308",,31982
2189,Rio Verde,Não,"5218805",,31982
2190,Montividiu,Não,"5213756",,31982
2191,Maurilândia,Não,"5213004",,31982
2192,Quirinópolis,Não,"5218508",,31982
2193,São João da Paraúna,Não,"5220058",,31982
2194,Araguapaz,Não,"5202155",,31982
2195,Faina,Não,"5207535",,31982
2196,Buriti de Goiás,Não,"5203939",,31982
2197,Niquelândia,Não,"5214606",,31982
2198,Uruaçu,Não,"5221601",,31982
2199,Divinópolis de Goiás,Não,"5208301",,31983
2200,Porteirão,Não,"5218052",,31982
2201,Flores de Goiás,Não,"5207907",,31983
2202,Simolândia,Não,"5220686",,31983
2203,Paraúna,Não,"5216403",,31982
2204,Crixás,Não,"5206404",,31982
2205,Cambuci,Não,"3300902",,31984
2206,Conceição de Macabu,Não,"3301405",,31984
2207,Macaé,Não,"3302403",,31983
2208,Ibiassucê,Não,"2912004",,31983
2209,Barretos,Não,"3505500",,31982
2210,Duas Barras,Não,"3301603",,31983
2211,Engenheiro Paulo de Frontin,Não,"3301801",,31983
2212,Itatiaia,Não,"3302254",,31983
2213,Carmo,Não,"3301207",,31983
2214,Silva Jardim,Não,"3305604",,31983
2215,Arataca,Não,"2902252",,31984
2216,Barro Preto,Não,"2903300",,31984
2217,Cachoeiras de Macacu,Não,"3300803",,31983
2218,Guapimirim,Não,"3301850",,31983
2219,Caetité,Não,"2905206",,31983
2220,Camacan,Não,"2905602",,31984
2221,Condeúba,Não,"2908705",,31983
2222,Areal,Não,"3300225",,31983
2223,Comendador Levy Gasparian,Não,"3300951",,31983
2224,Rio do Sul,Não,"4214805",,31982
2225,Magé,Não,"3302502",,31983
2226,Salto Veloso,Não,"4215406",,31982
2227,Santa Terezinha,Não,"4215679",,31982
2228,Sumidouro,Não,"3305703",,31983
2229,São José do Vale do Rio Preto,Não,"3305158",,31983
2230,Saquarema,Não,"3305505",,31983
2231,Valença,Não,"3306107",,31983
2232,Vassouras,Não,"3306206",,31983
2233,Sapucaia,Não,"3305406",,31983
2234,Laje do Muriaé,Não,"3302304",,31983
2235,Aperibé,Não,"3300159",,31983
2236,Itaocara,Não,"3302106",,31983
2237,Teresópolis,Não,"3305802",,31983
2238,Macuco,Não,"3302452",,31983
2239,Cantagalo,Não,"3301108",,31983
2240,Itaguaí,Não,"3302007",,31983
2241,Iguaba Grande,Não,"3301876",,31983
2242,Maricá,Não,"3302700",,31983
2243,Armação dos Búzios,Não,"3300233",,31984
2244,Duque de Caxias,Não,"3301702",,31983
2245,Angra dos Reis,Não,"3300100",,31983
2246,São José de Ubá,Não,"3305133",,31984
2247,Santa Maria Madalena,Não,"3304607",,31984
2248,Quissamã,Não,"3304151",,31984
2249,Porciúncula,Não,"3304102",,31984
2250,Araruama,Não,"3300209",,31983
2251,Trajano de Moraes,Não,"3305901",,31983
2252,Petrópolis,Não,"3303906",,31983
2253,Paraíba do Sul,Não,"3303708",,31983
2254,Nova Friburgo,Não,"3303401",,31983
2255,Rio Bonito,Não,"3304300",,31983
2256,Miguel Pereira,Não,"3302908",,31983
2257,Nilópolis,Não,"3303203",,31983
2258,Rio das Flores,Não,"3304508",,31983
2259,Riachão do Poço,Não,"2512762",,31985
2260,Alfredo Wagner,Não,"4200705",,31982
2261,Bombinhas,Não,"4202453",,31982
2262,Mendes,Não,"3302809",,31983
2263,São José,Não,"4216602",,31982
2264,Pinheiral,Não,"3303955",,31983
2265,Paracambi,Não,"3303609",,31983
2266,Quatis,Não,"3304128",,31983
2267,Gaspar,Não,"4205902",,31982
2268,Porto Real,Não,"3304110",,31983
2269,Rio Claro,Não,"3304409",,31983
2270,Ibiam,Não,"4206751",,31982
2271,Natividade,Não,"3303104",,31984
2272,Paraty,Não,"3303807",,31983
2273,Sangão,Não,"4215455",,31982
2274,Miracema,Não,"3303005",,31983
2275,Nova Iguaçu,Não,"3303500",,31983
2276,Resende,Não,"3304201",,31983
2277,Mesquita,Não,"3302858",,31983
2278,São Francisco de Itabapoana,Não,"3304755",,31984
2279,São Fidélis,Não,"3304805",,31984
2280,Rio do Oeste,Não,"4214607",,31982
2281,Taió,Não,"4217808",,31982
2282,Figueirão,Não,"5003900",,31982
2283,Paraíso das Águas,Não,"5006275",,31982
2284,Aparecida do Taboado,Não,"5001003",,31982
2285,Cassilândia,Não,"5002902",,31982
2286,Inocência,Não,"5004403",,31982
2287,Selvíria,Não,"5007802",,31982
2288,Chapadão do Sul,Não,"5002951",,31982
2289,Brasilândia,Não,"5002308",,31982
2290,Anaurilândia,Não,"5000807",,31982
2291,Batayporã,Não,"5002001",,31982
2292,Jateí,Não,"5005103",,31981
2293,Braço do Trombudo,Não,"4202859",,31982
2294,Bocaina do Sul,Não,"4202438",,31982
2295,Balneário Arroio do Silva,Não,"4201950",,31982
2296,Vicentina,Não,"5008404",,31981
2297,Fátima do Sul,Não,"5003801",,31981
2298,Naviraí,Não,"5005707",,31982
2299,Japorã,Não,"5004809",,31981
2300,Sonora,Não,"5007935",,31981
2301,Coxim,Não,"5003306",,31981
2302,Antônio João,Não,"5000906",,31981
2303,Aral Moreira,Não,"5001243",,31981
2304,Bela Vista,Não,"5002100",,31981
2305,Tacuru,Não,"5007950",,31981
2306,Sete Quedas,Não,"5007703",,31981
2307,Amambai,Não,"5000609",,31981
2308,Coronel Sapucaia,Não,"5003157",,31981
2309,Paranhos,Não,"5006358",,31981
2310,Caracol,Não,"5002803",,31981
2311,Porto Murtinho,Não,"5006903",,31981
2312,Bataguassu,Não,"5001904",,31982
2313,Corguinho,Não,"5003108",,31981
2314,Rochedo,Não,"5007505",,31981
2315,Terenos,Não,"5008008",,31981
